patch,mesh,nearest_patch,nearest_mesh,same_mesh,token_cos,geometry_dist,normal_var,linearity,planarity,surface_var
110,shapenet/02691156/1b90541c9d95d65d2b48e2e94b50fd01,113,shapenet/04256520/2314a3400230f50d14038d588fd1342f,0,0.7996793985366821,1.4582585096359253,0.5834436416625977,0.16471822559833527,0.18624654412269592,0.10680759698152542
111,shapenet/02691156/1b90541c9d95d65d2b48e2e94b50fd01,55,shapenet/04379243/8e3bfa092e83c28d55f46d55537192b6,0,0.9301230311393738,3.9835455417633057,0.47968724370002747,0.07636339217424393,0.7508292198181152,0.13309495151042938
112,shapenet/04256520/2314a3400230f50d14038d588fd1342f,9,shapenet/04330267/60727797b710f68659a84e2e2b7fb62,0,0.9038965106010437,2.377732038497925,0.28490009903907776,0.36855870485305786,0.19744373857975006,0.058486856520175934
113,shapenet/04256520/2314a3400230f50d14038d588fd1342f,114,shapenet/04256520/2314a3400230f50d14038d588fd1342f,1,0.8277893662452698,2.0151798725128174,0.4554688632488251,0.0961671993136406,0.41326233744621277,0.07143031060695648
114,shapenet/04256520/2314a3400230f50d14038d588fd1342f,117,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,0,0.8410819172859192,1.5676336288452148,0.3598363697528839,0.2451988011598587,0.03298778086900711,0.029797101393342018
115,shapenet/04256520/2314a3400230f50d14038d588fd1342f,99,shapenet/02691156/5e9129782c45b26992e39b8eae3e6b15,0,0.7548004388809204,1.7916874885559082,0.2654852569103241,0.20745861530303955,0.4214473366737366,0.06217113137245178
116,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,119,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,1,0.907696008682251,0.7552284002304077,0.23844338953495026,0.21883279085159302,0.5568419694900513,0.0869559496641159
117,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,114,shapenet/04256520/2314a3400230f50d14038d588fd1342f,0,0.8410819172859192,1.5676336288452148,0.15030024945735931,0.15602988004684448,0.24806660413742065,0.048145949840545654
118,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,105,shapenet/04330267/54b9ac27f2bae92627a11dcb35000f7a,0,0.9367405772209167,2.069988965988159,0.20923537015914917,0.2970409095287323,0.6373261213302612,0.10133755207061768
119,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,116,shapenet/04379243/a4cd409ceb0aa148d93cf5f5bfd78ab4,1,0.907696008682251,0.7552284002304077,0.22214683890342712,0.06172870472073555,0.6237493753433228,0.08823634684085846
